ID,Tweet,Time,User,Likes,Replies,Retweets,in_response_to,response_type
670351260948832258,RIP...MAY YALL REST IN PEACE ND MAY ALLAH SWA DASH YALL JANNAH AMIN pic.twitter.com/CDsvQolMZj,1448659169,abdul_telo,1,3,10,0,tweet
670384361280299008,WHEN THE BEAT DROPS THE SEQUEL - GEOMETRY DASH [PC] GAMEPLAY #9 http://youtu.be/Uo11qDSwEIg?a ,1448667061,AyChristene,9,1,4,0,tweet
670381772128034816,"So we really finna act like Future didn't say ""I did the digital dash, I fucked that bitch in the passenger"" now?  https://twitter.com/gl0hen/status/670379146506186754  <quoted_status>The only good thing that came out of that Drake and Future tape is the phrase ""what a time to be alive.""</quoted_status>",1448666444,ChickenColeman,7,0,10,670379146506186754,quoted_retweet
670380268134539265,#MindGoneRadio with DJ Daishiki @wasabiji & @Larrydog15 Starts Now On Our Station On @dash_radio!!!pic.twitter.com/v9rUI4V2Aj,1448666085,OddFutureRadio,8,0,4,0,tweet
670379930828410880,"Cuddle Buns (MLP) by MistyDash
Twilight, AJ, Rainbow Dash, Rarity, Fluttershy and Pinkie together
#MLP #brony #Mane6pic.twitter.com/TM7FmqUWVq",1448666005,Lobo_Nox1313,6,0,3,0,tweet
670377970251485184,Dash till Puff 2 available now already in most countries on Android https://play.google.com/store/apps/details?id=com.riftergames.dtp2.android  and iOS https://itunes.apple.com/us/app/dash-till-puff-2/id991660396?mt=8  #dtp2,1448665537,RifterGames,17,9,12,0,tweet
670377023483703296,"Come party with me at @HeatLoungeOC !
Dec 3- Bingo Players
Dec 10- Dash Berlin
Bottle service specials! DM me  pic.twitter.com/8kMP3klX5v",1448665312,FranchescaDC,68,6,10,0,tweet
670376618280390656,Rarity and Rainbow Dash can be pretty cute togther actually pic.twitter.com/4NmJmimv24,1448665215,PokegirlMiki,8,2,2,0,tweet
670366570099679233,Christmassy YA - Dash & Lily's Book of Dares by David Levithan & @rachellcohn #bookelves #LateLateToyShowpic.twitter.com/cwOMskcgv2,1448662819,gutterbookshop,5,1,4,0,tweet
670365853674635264,"The latest episode of This Week On Xbox is out now. Watch it here or on the Community section of your Xbox One dash
 https://amp.twimg.com/v/bbd9b57b-a916-4210-b2cd-af8c4e62b069 ",1448662648,majornelson,108,5,34,0,tweet
670364766494400512,That Dame Dash interview when he kept callin DJ Envy a chatty pattie is a top 3 breakfast club interview,1448662389,GODLikeZilla_,3,1,7,0,tweet
670359395809759232,A late offering for this week's #colour_collective #monoprint #seedhead with a dash of #silverleafpic.twitter.com/R9mvU84Z7u,1448661109,toniagunstone,12,1,3,0,tweet
670358048368627712,#Daesh is the new #DASH for the #toilet. (Ali Yildiz)pic.twitter.com/GZaJBgmCFl,1448660788,DaughterZhivago,3,1,6,0,tweet
670355806911467520,"A super duper Black Friday special...congratulations K-9 Dash! Amazing award, picture and entry for our Working... http://fb.me/2XvICgkxq ",1448660253,k9copmagazine,5,0,2,0,tweet
670353939833995264,#WWENXT HIGHLIGHTS: #TheVaudevillians aim to reclaim their @WWENXT Tag Team Championships from Dash & Dawson: http://trib.al/bd0EzIS ,1448659808,WWE,143,0,55,0,tweet
670353438870474752,Mad dash from the @TwitterDublin party with a gentleman taxi driver to be home in time for the #LateLateToyShow with my boy. #leaningout ,1448659689,smcs,10,0,0,0,tweet
670353121441394689,"Tbh I think G3 Rainbow Dash and Rarity would get along very well xD
#Brony #RainbowDash
~Saphirepic.twitter.com/OMPLfluynz",1448659613,TheMLPCrew,20,1,6,0,tweet
670353021037973504,"How to win #BlackFriday: 
1) Go shopping
2) Dash off in your Lyft ride
3) Victory dance pic.twitter.com/FDPtNCRIOy",1448659589,lyft,38,1,19,0,tweet
670351618462908416,"Fire Fly is another non-G4 pony I like because she reminds me a lot of Rainbow Dash
#Brony #FireFly
~Saphirepic.twitter.com/CDpJ2jb2WX",1448659255,TheMLPCrew,19,0,8,0,tweet
670346060443729920,"""I got the digital dash, I give discounts to ya mama them""  https://twitter.com/lordwink/status/670344445666004992  <quoted_status>Target Hendrix pic.twitter.com/0mkLFnSlT2</quoted_status>",1448657929,Bee_Reel,2,0,6,670344445666004992,quoted_retweet
670338786778189824,When the power of love overcomes the love of power the world will know peace.#JimiHendrix #music=#peace @dash_radiopic.twitter.com/nFsiXDqkDl,1448656195,DashClassical,3,0,10,0,tweet
670338732810080256,Spotted taking a pic of empty venti cup by the side of the highwaypic.twitter.com/Xu1L3WERU3,1448656182,dash_eats,6,0,0,0,tweet
670338381688229888,"When you realize that in the song ""Digital Dash"" Drake refers to the same strip club as where a girl you went to high school with works at",1448656099,CollinASmith,10,1,0,0,tweet
670337364225630209,"The only bad thing about multiple #MockingjayPart2 viewings is the terrible trailers https://twitter.com/ifancyjlaw/status/670334530058752002  <quoted_status>I'm sick of seeing God's of Egypt, 5th Wave and Allegiant trailers.  </quoted_status>",1448655856,jj_dash,12,1,2,670334530058752002,quoted_retweet
670334781045915649,"Missing our Bullhead trips the most, with your feet on the dash and our laughter drowning out the stereo.",1448655240,ShropShot,8,0,1,0,tweet
670332904585748481,@Dolly_n_Dash Maybe we should buy a fire guard type thingy! x,1448654793,voodoovixen75,4,0,1,670163705598971904,reply
670330211112755201,Un Gaijin Dash ce soir ? #pleaseenjoy https://twitter.com/Gamekult/status/670325903424114688  <quoted_status>Ce soir C’EST JAPONAIS avec les 3 gaijins de Gaijin Dash qui reviennent pour un épisode 5 http://www.gamekult.com/video/gaijin-dash-5-3050590845v.html  pic.twitter.com/4sUIRR6g8K</quoted_status>,1448654151,kamuirobotics,18,7,16,670325903424114688,quoted_retweet
670326007757463553,"Now that I'm voicing her in a project, Rainbow Dash follows me wherever I go. pic.twitter.com/SoQqmIZnmB",1448653148,TheNamesPhoenix,6,0,0,0,tweet
670324495211565056,"If a nigga on twitter is too good looking he is crazy, crazy, and more crazy with a dash of crazy and emotional stability issues.",1448652788,bigsexydraws,9,4,10,0,tweet
670321595156598784,Dash me with amorous wet . . . . I can repay you.,1448652096,TweetsOfGrass,28,0,12,0,tweet
670320673831714816,Present Govts dash for gas is least secure solution says @alanwhiteheadmp @transitionsoton @cchangesoton #sotonclimate,1448651877,lizbatten44,1,0,3,0,tweet
670315814516486144,"We’ve got the #BlackFriday deal of the century. (Real sales on Steam and Sonic Dash, btw.) pic.twitter.com/jr0m42d6Zp",1448650718,sonic_hedgehog,3903,275,2356,0,tweet
670312148216639488,"What kind of awesome applications can be built on top of a decentralized blockchain API?
#DashDC #Evolution #Bitcoinpic.twitter.com/fJYpKg9uBF",1448649844,Dash_Nation,4,0,5,0,tweet
670312116486733824,"I'm dropping a new video today or tomorrow. Be on the lookout for it. ""What it is"" ft @YG_Dash (prod by @RicoBeatz618 video by @LayLowDpMn )",1448649837,dhickman2013,3,1,3,0,tweet
670311964619313153,At work. Grouchy McOldfarts coworker isn't here to whine. Blasting Nat King Cole maybe a dash of @NSYNC. #xmas,1448649800,RufioJJ,7,2,0,0,tweet
670309078174982144,@NBA @Suns @Goodknight11 @EBled2 @warriors @NBATV The Dash Brothers.,1448649112,WhyHeSoCocky,11,1,1,670308768324915200,reply
670307751470489600,Find out how the ForkPay ICO is coming along over @ http://nxtreporting.com/?as=4244599378927106120  - Pay BTC with Alts #BrowserPlugin #Nxt #DASH #DOGE #LTC #BTC,1448648796,Crypto_Fund,17,0,17,0,tweet
670302090489495553,T&F | Interesting addition to the roster today - @reginarams RB Michael Webber will run in the 60-metre dash at tomorrow's Intrasquad Meet.,1448647446,ReginaCougars,5,0,3,0,tweet
670296913871261696,#MindGoneRadio with DJ Daishiki @wasabiji & @Larrydog15 Is Going On Later Today @ 3pm PT | 6pm ET On Our Station On @dash_radio!,1448646212,OddFutureRadio,6,0,2,0,tweet
670291756265504773,Tune in tonight at 5pm PT on @dash_radio! Music from @KidGusto @thisismoonchild @VicMensa @MiikeSnow & more! #DASH1pic.twitter.com/XjOQnyC5Bt,1448644982,expeditionradio,4,0,2,0,tweet
670290333066915840,I wanna go on an adrenaline rush adventure with someone. Do a dine and dash go find a abandoned temple and smoke big dope.,1448644643,thefadedreality,3,0,0,0,tweet
670289264442216451,The Invasion Of Europe. Dash Cam Footage You Wont Believe. http://bit.ly/1Ra6N5h ,1448644388,disclosetv,5,0,4,0,tweet
670286273790234626,#BlackFriday sale now on in Sonic Dash! Massive reductions on all Store Purchases! Gotta shop fast!! pic.twitter.com/sNNxlYyqrK,1448643675,SEGAHARDlight,14,0,7,0,tweet
670284911652315137,How can you make writing part of your daily routine? With a little psychology and a dash of smart action. http://goo.gl/mgnPhn  #NaNoWriMo,1448643350,WriterologyFK,3,0,2,0,tweet
670283883905060865,The only good thing about winter is drifting ,1448643105,BOSCO_DASH_,8,0,1,0,tweet
670283850971398144,My little sister deadass asked a horse if she knew rainbow dash from mlp,1448643098,Sxlms_,9,0,1,0,tweet
670282410832109569,Seeing #MockingjayPart2 with my mom. ,1448642754,jj_dash,10,0,1,0,tweet
670278102061314048,Scott and Simmo do ANOTHER trolley dash for @cfkradiocity Mission Christmas at B&M in Walton!pic.twitter.com/rhb4WPrYQq,1448641727,RadioCity967,11,0,5,0,tweet
670273177189249024,Let's just say.. I seen women run a 4.2 40yd dash.. I seen lady hit Barry Sanders spin moves on a customer.. I seen lady pull lady hair,1448640553,PimpmikeC,2,0,2,0,tweet
670271135230140416,Cash for Kids is bringing Santa Dash back to Belfast City centre for the 4th year! http://lovebelfast.co.uk/santa-dash/ pic.twitter.com/1tidsibGFJ,1448640066,Takebacktheciti,3,0,2,0,tweet
670269053827719169,The Dash mass production has started. pic.twitter.com/jRi32X3HSj,1448639570,hellobragi,74,15,34,0,tweet
670268594312228864,Rainbow Dash passed the clouds again #mlppic.twitter.com/y3vbMhEB7b,1448639460,LokixholTh,7,2,2,0,tweet
670260677215444992,Take a look at the @LivEchonews guide to @Medicash Santa Dash Liverpool 2015. Be part of the World Santa Challenge! pic.twitter.com/H7OIEQsaf0,1448637572,btrliverpool,2,0,2,0,tweet
670256450699190272,"I never see girl en name be Ivy, Pearl, Aba or Gifty way she no dey take dash before. Agye sɛ w'anka! Wɔn ho yɛ wɔn dɛ sɛ Akokɔ.",1448636565,Obiba_,6,4,24,0,tweet
670254879412264964,"From @chaospet, Plato's Euthyphro with a dash of the book of Job, in comic strip form! http://dailynous.com/2015/11/24/chaospet-daily-nous-philosophy-comics-3/  http://dailynous.com/wp-content/uploads/2015/11/lake-2015-11-24-rainbow.png ",1448636190,profron,2,0,2,0,tweet
670254517905035264,excited for my knockoff rainbow dash cosplay tomorrow pic.twitter.com/XNohc065Rf,1448636104,shouma_kun,6,0,1,0,tweet
670253844744552448,"Like suspense w/a dash of romance?
Try the Boys of Syracuse, Kansas series by @KacyAuthor. In Audio & eBooks http://amzn.to/1TeyWre  #IARTG",1448635943,patrussellbooks,2,1,17,0,tweet
670253200084066304,Black Friday Arrives to DASH Boutiques! In-store TODAY ONLY!  See flyer for deets! XO pic.twitter.com/9OtzjZS2fl,1448635790,DASHBoutique,39,1,20,0,tweet
670252088425775104,Shoppers made a mad dash when doors opened at one Quincy story this morning. CLICK HERE to see the incredible video! http://www.wgem.com/story/30615034/2015/11/27/black-friday-shoppers-hunt-down-deals-in-quincy?utm_medium=social&utm_source=twitter_wgem ,1448635525,WGEM,2,0,1,0,tweet
670251725022892033,"Love.  Fire and Ice.  A dash of the bitter.  A splash of the sweet. Perfect end to the day. https://twitter.com/bgtennisnation/status/670043951643004929  <quoted_status>A classic Manhattan,Rye whiskey dash of bitters splash of orange with garish and Luxardo maraschino cherries is key pic.twitter.com/QeUxuccTg5</quoted_status>",1448635438,mrsgnation,10,1,1,670043951643004929,quoted_retweet
670243123088515072,You get boy but you dey crush on other niggas. Either you #DropThatLife or u take dash.,1448633387,khobie_,1,0,10,0,tweet
670241537620647936,We have been warning y'all that the new dash for gas was going to end in a mess (cf @nodashforgas)pic.twitter.com/XJqxT8y073,1448633009,AdamRamsay,2,0,6,0,tweet
670239620609740800,I’m totally in love #Dash #RTCwinter2015pic.twitter.com/GBsSrYAhoG,1448632552,eLearning_Laura,6,2,1,0,tweet
670239443073265664,This is a definite first- 90% of Xmas shopping done and wrapped. No Xmas Eve dash for me this year #newman,1448632510,LloydEdwards,10,2,0,0,tweet
670239319249051649,There's a thread in my rp dash where Abby is giving L her blessing to marry Clarke. I'm not surprised cause Abby is a Terrible Mom.,1448632480,thelastconfesor,5,1,0,0,tweet
