ID,Tweet,Time,User,Likes,Replies,Retweets,in_response_to,response_type
862445031285829632,"rainy days

yoongi: [coolly tosses jhope his umbrella bfore making a mad dash for it]
tae, with his jacket over his head: [to jimin] get in.",1494457893,vminissi,5070,26,2890,0,tweet
862435672208154624,IADj.D drops your momentum during the 1st couple frames of the dash. Mixup concept #PS4sharepic.twitter.com/dksAzykRyZ,1494455662,LiquidK9,188,6,124,0,tweet
862449219679944704,"For the first time in the playoffs, I feel nervous,

and hopeful,

with a dash of dread.",1494458892,EngellandsEye,157,11,31,0,tweet
862454545753841664,@thahn23 and Kacie Hahn both qualify for state track in 100 and 200 dash! @JB_Eagles #jbeagles  Congratulations!,1494460161,JeffreyKoehler1,22,0,4,0,tweet
862445619633209344, Rainbow Dash & Twilight  pic.twitter.com/NfEOOwmCdw,1494458033,VScratch_3,30,3,12,0,tweet
862443746813759490,Chili gonna age like Stacey Dash now https://twitter.com/globalgrind/status/862442265217781763  <quoted_status>Chilli explains why she believes All Lives Matter http://bit.ly/2qTWih1  pic.twitter.com/TbZSUcfYlq</quoted_status>,1494457587,Alyricz,55,0,97,862442265217781763,quoted_retweet
862441997944012800,"40 YARD DASH
@keyshawn vs @marcelluswiley
Lots of trash talking --
So they brought me in to set the odds:
My Opener on ESPN LA tomorrow ...pic.twitter.com/8H8gP6QrzQ",1494457170,RJinVegas,44,9,5,0,tweet
862441801671614464,"After being sent to ISS for the 11th time, teammates have raised a banner for Hayden in protest of the unfair justice system at RHS.pic.twitter.com/GyQNc0umxK",1494457123,Dash_Soccer,44,1,8,0,tweet
862440350261977088,"Ne~chan, thanks for everything. Let's have fun and dash together from here on out too!  ☆ pic.twitter.com/fQLvDklMlR",1494456777,riitranslates,58,0,74,0,tweet
862440286722695171,Kelsey Wallace and Austin Brown have each qualified for the WBL finals in the 100 meter dash,1494456762,bhs_blufftonu,14,0,5,0,tweet
862439688899969024,Looks like $PIVX will get on @roomofsatoshi soon. :D #bitcoin #dash #ethereum #litecoin,1494456619,jakimanboy,22,3,7,0,tweet
862439496851128320,"Remember that one time when Rainbow Dash decided to put on two extra socks but couldn't figure out a way to land? 

 http://alcor90.deviantart.com/art/Ponies-in-socks-Rainbow-Dash-679878120 pic.twitter.com/dS82FH0FDY",1494456574,Sethisto_EQD,134,6,37,0,tweet
862439341934694403,How fast is Magneuris Sierra? Here are some @statcast numbers from his dash home to set up Tuesday's win: http://atmlb.com/2q3aeUU ,1494456537,LangoschMLB,61,3,13,0,tweet
862438784171782144,Taylor Somers 2nd and Maddie Krull 4th in the 800 Meter Dash! #StateBound #TPWpic.twitter.com/Yq7Fl5Omxh,1494456404,MSHSactivities,43,0,3,0,tweet
862438336484519936,Well would you look at that Ke dash mos. https://twitter.com/radio702/status/862281399625273344  <quoted_status>#Appletiser is now black-owned. http://buff.ly/2pjyyCR  #TheMoneyShow</quoted_status>,1494456297,_Pearl2116,7,0,14,862281399625273344,quoted_retweet
862438094733234176,Flynn breaks school record in top qualifying effort in 100 dash. https://twitter.com/RunAmherst/status/862437766210220032  <quoted_status>Girls 100 Meter Dash! pic.twitter.com/LQ7gw4gE4M</quoted_status>,1494456239,scagnetty,44,1,8,862437766210220032,quoted_retweet
862436058751021059,Seth Knutson is the City Champion in the 100 Meter Dash!,1494455754,CRHS_TRACK,14,0,4,0,tweet
862433662553534464,Autumn Czaplicki wins her 3rd gold of  day taking the 200m dash pic.twitter.com/kaQ7mM3yTD,1494455183,TVAASports,30,0,16,0,tweet
862432993389846528,Esther is going to STATE in the 100m dash. pic.twitter.com/qjhoOPsl6v,1494455023,MSPatriotsTrack,29,0,6,0,tweet
862432557429870592,DASH Infrastructure Sees All-Time-High in Masternode Count AND Hashrate: https://bitcoingarden.org/forum/index.php?topic=1428.msg153523#msg153523  tnx @tuapoma @DASHdetailed | #Crypto #News,1494454919,BitcoinGarden,10,1,5,0,tweet
862432404090175488,"""When meeting difficult situations, one should dash forward bravely and with joy.' #WednesdayWisdom #ActorsLife #Actresspic.twitter.com/q6IUrHu1i6",1494454883,ShannonMarlyse,20,0,7,0,tweet
862430281332142081,Emily Phillips qualifies for Friday's finals in the 100 meter dash.,1494454376,BigBlueTrack,22,0,8,0,tweet
862429837444644865,"Playing at Vic Rd tonight marks 1 year since my ACL reconstruction! #believe #support #mentalstrength #dash 
@Watfordladiesfc @SteveLinger1pic.twitter.com/XZB6LEIMGJ",1494454271,VNeal18,23,0,0,0,tweet
862428587172823040,Tonight I'm on #dashradio with @TheBakaboyz in LA. Download Dash Radio app and tune in 8-1 Pm Pacific time. pic.twitter.com/TJ5NuDaz48,1494453972,Trakksounds,12,0,3,0,tweet
862427356140630018,"Going on @NeocashRadio to talk about Dash, the Dash Force, cryptocurrency, and finance in general #cryptocurrency #bitcoin $dash #dashforcepic.twitter.com/BrtmylhAIh",1494453679,TheDesertLynx,12,1,8,0,tweet
862427014074073093,The first KVL champion of 2017 is Alex Moran in the girls 100m dash with a time of 13.28,1494453597,Piper_Track,19,0,3,0,tweet
862421543829286912,Amber Hackenberg of UDA takes the 400m dash pic.twitter.com/NBI4qlO7Pu,1494452293,TVAASports,17,0,9,0,tweet
