,Time Stamp,Username,Topic,Text,Direction,Views,Cmt.Num,Like
0,1528444121.0,ali.soleimanzadeh70,XMRUSD BUY LEVEL,"




3 hours ago




XMRUSD BUY LEVEL






19 minutes ago





Comment:
					3.5 % drop

					
				




",Long,38,0,3
1,1528449688.0,GijsVanderPol,NOW GO SHORT ON MONERO! BIG OPPORTUNITY,"
Now a big opportunity
",Short,32,3,0
2,1528334502.0,mycotoxin,XMR -  Baby steps - 177 is a move in  the right direction,"
XMR -  Baby steps - 177 is a move in  the right direction 
keep up the good work my anonymous brother 
",,22,0,1
3,1528123986.0,joachim.snellings,Bullish,"




Jun 4




Interesting times






Jun 5





Comment:
					It is the Picasso-Pattern  











",Long,908,7,7
4,1527689642.0,Avalontrading,XMRUSD,"




May 30




Long position: 

Buy: 150-160$ 

Stop-loss: 120$ 

Target: 190-200$ 

Term 1 week






22 hours ago





Trade active





",Long,167,0,7
5,1524686631.0,BigBangTheory,Monero Triangle 1D - Breakout LONG TERM,"
Moonero!
",Short,1046,1,14
6,1518888188.0,sumastardon,Monero: XMRUSD Minimum Upside Target at 395,"
MONERO  XMRUSD 
Another reverse  head and shoulders  pattern with  
a minimum upside target at 395 - really the break-out came  
24 hours ago but this dip is worth staying close to today,  
looking to get long as low as possible as this cureent little  
consolidation phase takes place - right now this coin looks like  
one of the hottest around and this recent break out is full of  
upside intent to come.
",Long,335,0,16
7,1527957120.0,fionnablack,Monero more short,"
Looking for resistance at 168 for continuation of the down trend 
Break up 172 for long reversal levels 

trade at your own risk
",Short,48,0,3
8,1511271304.0,CryptoPredictions,Huge retracement on the whole cryptomarket comming? ,"




Nov 21, 2017




I tried to make a good reflection of the whole cryptomarket. I only could do this with coins that been trading for more than a year. Otherwise the chart did not work. So I made a chart with the following coins: 
BTC             , ETH, XRP, LTC, DASH, NEO, MONERO,  XEM             

If people also wanna chart on this chart use the following ticker: 
COINBASE:BTCUSD*16692550+BITFINEX:ETHUSD*92862174+BITTREX:XRPUSD*38622892459+BITFINEX:LTCUSD*53927233+BITTREX:DASHUSD*7701656+BITTREX:NEOUSD*65000000+BITTREX:XMRUSD*15377976+BITTREX:XEMUSD*8999999999 

About the charts 
The first chart you see is on the logic alghoritme. The second one in normal view. 

On the first alghoritme we see a big rising wedge! On the second one you see the beautifull elliot-wave pattern. The 5th wave or 3th wave up reached the 1.618 fibonacci level, the same level als the last crash.  

I think there could be an abc-correction wave. With a total retracement of the whole cryptocurrancy market of 35-55%. 

Some other information to think about. Correct me when i'm wrong! 
First crash:  
-20 june the total marketcap of cryptocurrancies was 115 million.  
-16 july the total marketcap of cryptocurrancies 67 million  

Trigger: The first  bitcoin              fork?  

Second crash:  
-1 september the total marketcap of cryptocurrancies was 174 million.  
-15 september the total marketcap of cryptocurrancies was 109 million.  

Trigger: China Ban?  

The last and upcomming crash>  
It should be time for a correction of the total market! I think there is a huge change.  

Trigger: I really think the Tether usd hack could trigger a crash.  

Last thing I want to say, I try to do an objective view. I believe it will happen. You don't have to agree with me, take your own conclusion!






Nov 21, 2017





Comment:
					Ether: $35.238.715.743 
Ripple: $9.114.384.654 
DASH: $3.878.805.057	 
Litecoin: $3.860.223.225	 
NEO: $2.267.700.500 
Monero: $2.175.599.173	 
NEM: $1.871.793.000	 
Total except bitcoin: 54.000.000.000 usd 

The bitcoin dominance is 56%. So the total marketcap of the other coins should be 44%. 

Total marketcap: 54.000.000.000 / 44% = 122.727.000.000 usd 
Bitcoin: 122.727.000.000 - 54.000.000.000 = 68.727.000.000 usd 

So the bitcoin should multiplied by 68.727.000.000 / 138.000.000.000 = 50% 

The ticker code is now: COINBASE:BTCUSD*16692550*0,5+BITFINEX:ETHUSD*92862174+BITTREX:XRPUSD*38622892459+BITFINEX:LTCUSD*53927233+BITTREX:DASHUSD*7701656+BITTREX:NEOUSD*65000000+BITTREX:XMRUSD*15377976+BITTREX:XEMUSD*8999999999  

I made a new and better representive chart: 












Nov 27, 2017





Comment:
					Look at this! We just hitted the 2.0 level and almost 10k btc price. 

Are we gonna see a pullback this week? 











",Short,28510,140,191
9,1527919398.0,cheesetoast,Monero - Buy Opportunity - 13% ROI - 7:1 Risk/Reward,"




Jun 2




Just triggered a BUY entry:  

Price has broken out from consolidation zone   
Smaller timeframe breakout pattern (trigger) 
Excellent risk to reward ratio on offer  
 
Disclaimer: This is only my opinion, make of it what you wish. It is not financial advice. 







Jun 3





Trade active:
					Lock in some profits and trail stops

					
				






Jun 6





Trade active:
					Half of position closed will hold rest to target

					
				




",Long,168,0,2
10,1528358757.0,lolzz,monero breaking out,"
cheeky breakout on 1hr 
expect around 10% return. may hold to 20% if vol increases
",Long,88,5,3
11,1528330907.0,Blorenz,Monero Under The Radar,"
Here's the long set-up, 

The trend- line break should get noticed pretty soon.  

Target 1: $200 

Target 2: $225 

SL: $145
",Long,47,0,2
