ID,Tweet,Time,User,Likes,Replies,Retweets,in_response_to,response_type
572100304189177857,Help wanted: California poet with stellar resume. http://lat.ms/1B9YMG8 ,1425234316,latimesbooks,6,1,8,0,tweet
572144139652890624,"@espn MikeTirrico & CBS JamesBrown are BROthers that have been doing such a stellar job for so long, yet my folks media hardly mentions it",1425244767,MrChuckD,12,4,7,0,tweet
572143412654305280,UCLA Student Council Rejects Stellar Candidate for One Horrible Reason http://www.ijreview.com/2015/03/260739-ucla-student-council-rejects-nomination/ pic.twitter.com/0W3DQoWXwi,1425244594,TheIJR,4,2,5,0,tweet
572117539397873665,@MLGShanX welcome to stellar nation white buddy glad to have you!,1425238425,EnitityBlue,2,0,2,0,tweet
572088691608272896,And that's a wrap! Thank you to those who went to Stellar Bazaar the past 2 days!  #StellarBazaar2015,1425231547,DLSUBMSBazaar,13,1,10,0,tweet
572178188706566144,CPJ's Journalist Security Guide has an updated technology security chapter w/ stellar work by @flamsmark and @mala: https://www.cpj.org/reports/2012/04/technology-security.php ,1425252885,ageis,16,0,18,0,tweet
572177007192244224,Stellar run by @Brett_Moffitt in the @AaronsSports #Camry - 8th place after 500 miles at @amsupdates!pic.twitter.com/V94s54rsL9,1425252603,ToyotaRacing,135,6,43,0,tweet
572174368161316864,"Looking for a new #fantasy novel to dive into? Check out @RoseMontague's JANE, the sequel to her stellar debut, JADE http://amzn.to/1EZ3Wnu ",1425251974,MadhuriWrites,1,0,16,0,tweet
572166466729951232,@TorontoMarlboro @GTHLHockey Marlies Golden boys !! Coming back with Gold medals after stellar play by McLeod & Jones pic.twitter.com/PVyn3Zl1mu,1425250090,99Marlboros,4,0,4,0,tweet
572166397259845632,Sweet love after the #SIParade. Could be a scene outta @eddiejjoyce's stellar #SmallMercies (out March 10) ...pic.twitter.com/O7qv2LUwZj,1425250074,RBMillado,4,0,2,0,tweet
572160374121758720,Bravo!! @Chaptheatre @PucksPotionCHS another stellar performance! #pucksp #chapfampic.twitter.com/a6RnAhVTPR,1425248638,jstonis,5,0,4,0,tweet
