ID,Tweet,Time,User,Likes,Replies,Retweet,in_response_to,response_type
,,,StellarOverload,0,0,0,,tweet
872538840250101761,"Why $STR? breaking triangle, higher low, higher high, now uptrend. all it needs is the confirmation, which is the trigger of todays candle pic.twitter.com/kesHc6zRxm",1496864445,CryptoYoda1338,63,9,22,0,reply
872589274633220096,"170520
KCON 2017 Japan
Theme Talk Show

#GaYoung #김가영
#스텔라 #Stellar
#おはようございますpic.twitter.com/V9KCNkmzMa",1496876469,O_J_foto,21,0,10,0,reply
872562364889124864,Me n my very first four loko #litpic.twitter.com/hR8EZXrGlG,1496870053,str_ngerthangs,6,3,1,0,reply
872581626437521410,Everyone in the Shipley Constituency should vote for @PhilipDaviesUK He honestly is the best candidate. A good man. And a stellar MP.,1496874646,Sketchitt,19,5,11,0,reply
872602531960168449,The FT's Martin Wolf kicks off stellar panel on how to keep open cities in an age of closing borders @ChicagoForum #GlobalCities2017pic.twitter.com/UevKXvS48h,1496879630,EdwardGLuce,8,0,4,0,reply
872595239508336641,I like it when the guy handing out @TimeOutNewYork mags hands me one with the stellar baby doll @EvaNoblezada on it.pic.twitter.com/735gkR4gGW,1496877891,JuliaMurney,46,1,0,0,reply
872593391682338816,Hi my name is zace. Im kind of a nice guy. you can ring my cell if you want :) thank you. Have a stellar day pic.twitter.com/yUIpVyNUhr,1496877451,fat_an_black,26,2,3,0,reply
872591524038660099,"Our live show, broadcast and webcast is less than an hour away. Stellar country, KY bluegrass and world-class flatpicking at 7.",1496877005,MusicCityRoots,6,0,3,0,reply
872589507320795136,"Susan Sarandon and Jessica Lange lead a stellar cast in #Feud: Bette and Joan, coming to @BBCTwo later this year: http://bbc.in/2rLWblF pic.twitter.com/70sMudbBUt",1496876525,bbcpress,66,4,33,0,reply
872589099655364610,Grammy/ 2x Stellar Award winning artist @leandriaj new ALBUM available for Pre- Order now! #BiggerThanMehttp://ow.ly/cKVo30coPDC ,1496876427,RCAInspiration,8,0,8,0,reply
872587016067842048,"Do you get along 
With the dugong?
It's arguably a more senior
Species of sirenia
Though I have to allow 
It's no stellar sea cow.",1496875931,garethmammal,16,1,5,872462697018925056,reply
872585894963937280,It's only been 1 hour and our Hubdogs are sad #SNH17 is over. Thx @joewoodard for another stellar @ScalingNH. See you in Atlanta at #SNH18!pic.twitter.com/YsGtyMCh9D,1496875663,Hubdoc,12,0,1,0,reply
872582982111862784,"Dominant on the court, and stellar in the classroom. Sophomore standout Thomas Laurent named to the Pac-12 all-academic first-team! #GoDuckspic.twitter.com/T7qHOCJG5n",1496874969,OregonMTennis,4,0,2,0,reply
872582191850680320,I don't like to brag but I have to say I am STELLAR at procrastinating packing for a trip,1496874780,Lwhitesitt,14,0,1,0,reply
872580843872677888,"Beyond disappointed and saddened by the fact that my favorite, @Classic_Empire will not be running in the #BelmontStakes. Get better soon!",1496874459,Stellar_Mare,21,0,4,0,reply
872575470059106304,What you're *really* seeing when you see success online by the always stellar @yesandyesblog http://bit.ly/1Te9hlu ,1496873178,kylaroma,5,0,2,0,reply
872570216798191617,"Devastating, heart tearing portrayal of Marguerite as curtain fallls on #Zenaida Yanowsky's stellar career @TheRoyalBallet Unforgettable",1496871925,BullDeborah,35,0,6,0,reply
872566705679208450,"Check out our brand new store located on 271 E Swedesford Rd in Wayne, PA!  Stellar crew ready to help VZ customers #GetOutoftheRedpic.twitter.com/9FVucSBLfW",1496871088,AliSomji,17,0,3,0,reply
872563680843624449,That's some stellar lawyering. cough,1496870367,flobabyK,25,0,0,872563098732941312,reply
872557281765994497,Amazon’s experimentation & expansion beyond its core biz model make it a stellar example of #innovation. http://buff.ly/2rIdVjE pic.twitter.com/GjbWyMsL4v,1496868841,strategyzer,5,0,6,0,reply
872551268060807169,Canada Men's Sevens team jumped from  to  in the @WorldRugby7s after a stellar 2016-17 campaign! #Canada7spic.twitter.com/gaEOpO9sp2,1496867408,CanadaSevens,29,1,4,0,reply
872551239963246592,It's been a pretty stellar year for new music. @WorldCafe has rounded up some of the best of 2017. http://n.pr/2sOP6Qv pic.twitter.com/hnm9NL8qjs,1496867401,nprmusic,26,0,6,0,reply
