ID,Tweet,Time,User,Likes,Replies,Retweet,in_response_to,response_type
,,,StellarOverload,0,0,0,,tweet
887787080306356228,"2 years ago today this legendary song was released, Stellar truly blessed us with this one of a kind concept and bop pic.twitter.com/sQXr4oZf4g",1500499908,yvestellar,239,1,212,0,reply
887793257803112449,Usher when he got the STr results  pic.twitter.com/DrXSxuN0vr,1500501381,CORNYASSBITCH,4,0,5,0,reply
887803604043616258,"M! Countdown lineup
G-reyish
Red Velvet
Park Boram
BADKIZ
VAV
SNUPER
Stellar
NC.A
UP10TION
EXO
WJSN
Yonghwa
KARD
KNK
Favorite
HOTSHOT
HALO",1500503848,girlgroupzone,351,14,238,0,reply
887822042090819584,Happpppppppy Birthday @iam_SJSuryah Sir. Can't wait 2 watch #NenjamMarappathillai- Wishes Behalf of @iam_str Fans-#Missed the movie #AC :-(pic.twitter.com/l2FjduGnyK,1500508244,RAJA_STR,10,0,2,0,reply
887820336791666689,Many Many more #HappyReturnsOfTheDay to one of #MotSuccessfulDirectorAndActor Mr @iam_SJSuryah Sir on behalf of @iam_str Bloods.. Rockk Onn,1500507837,RAJA_STR,4,0,1,0,reply
887794321164034050,"this looks like a spell to summon stellar https://twitter.com/agbstellar/status/887793624909586432 … <quoted_status> Happy 2nd Birthday to Vibrato aka the best song in existence, glad to see she's with family  pic.twitter.com/jOfyVzrDqa</quoted_status>",1500501635,pnchnllo,11,0,2,887793624909586432,quoted_retweet
887809308162785280,"170717 Simply kpop 
#GaYoung #김가영
#stellar #스텔라
#おはようございますpic.twitter.com/BHS1CPRozG",1500505208,O_J_foto,37,0,22,0,reply
887794610767933440,happy birthday babe!! you're a hot mama and i love you so much and hope your 18th is stellar  pic.twitter.com/9BZmG5btbb,1500501704,sistercarin,13,1,1,0,reply
887807690508054529,Str forever ,1500504822,ejotysoto,4,0,8,0,reply
887769469380112384,Have dreamy words fly out of your windows late at night and create stellar scriptures.,1500495710,ArielPoets,34,0,15,0,reply
887820952666599424,Obsidian cliffs.,1500507984,str_voyage,10,0,4,0,reply
887820170613346304,Stellar Wind giving that side eye to us this afternoon. Catch her in the G1 Clement Hirsch next weekend on @TVG at @DelMarRacingpic.twitter.com/Vp26tO3FiB,1500507798,BritneyEurton,83,4,15,0,reply
887818643496677376,".@IWUHoops (and its stellar 2017 class) embracing ""high expectations"" not shying from them. @TheNSSports story at http://www.news-sentinel.com/sports/indiana_wesleyan_hoops_embracing_high_expectations_20170719&profile=1002 …pic.twitter.com/vum1kTN49i",1500507434,Tom101010,42,0,22,0,reply
887818480371744769,LaBrae hangs their hat on an experience line and stellar linebackers http://dlvr.it/PWvxmT pic.twitter.com/Pw76HoH3jB,1500507395,WKBNSports,10,0,8,0,reply
887810208562647041,"Congrats to fierce lady leader @TamaraHiler, newest co-chair of the stellar Education Task Force for @WGRDC!",1500505423,LanaeErickson,12,0,4,0,reply
887794249428721664,"TOMORROW BLOSSOMS “If you haven't read any of her writing, you should treat yourself. Another stellar read!” #KUhttps://goo.gl/6UWZZ3 ",1500501618,JoyceDeBacco,7,1,17,0,reply
887786400288038913,Stellar winds could be bad news for life on TRAPPIST-1 planets http://bit.ly/2uKnfGc pic.twitter.com/OldDAq4aEJ,1500499746,sciam,74,0,38,0,reply
887779455934107648,"New beers in today are stellar! @Omnipollo Shploing!, @18thStreetBrew/@TheAnswerBrew Reckless Keystrokes & @TallgrassBeer Buffalo Sweat!pic.twitter.com/tFBCeOB3GP – at The Open Bottle",1500498091,theopenbottleco,12,0,2,0,reply
887778644545986560,"It's obvious by turn 3 of Solo Stellar Leap that I've made the second AI far, far too powerful. That's what playtests are for! pic.twitter.com/uAf3ujGOTn",1500497897,WeirdGiraffes,17,1,0,0,reply
887772917672452096,"A talk so stellar, it demanded two full pages of #sketchnotes. Thank you @brokeymcpoverty and @anotherround! #dcc17pic.twitter.com/oGbQ903hYa",1500496532,libbythomas21,42,0,13,0,reply
887772381518876672,Going Global is back! Sept 1-2 with a new venue and a stellar line-up of speakers (with more to come). Details here: http://goingglobal.co.nz pic.twitter.com/2LafmaUvHc,1500496404,IndiesNZ,15,1,5,0,reply
887770344697675776,We’re about to go live with our stellar results. Watch & tweet questions using $TMUS. We’re answering live as usual! http://investor.t-mobile.com/ ,1500495918,SievertMike,29,0,3,887770100828225536,reply
887769649273810945,What a trio! A privilege to witness @gleds13 @jowser_g & @StangerNick make stellar contributions to @GrpMPaW Regional Research Showcasepic.twitter.com/EeAJLHlJcA,1500495753,DrAndrewJManley,14,0,1,0,reply
887769469380112384,Have dreamy words fly out of your windows late at night and create stellar scriptures.,1500495710,ArielPoets,34,0,15,0,reply
887768103186247682,The blinding sun. The skiff continues.,1500495384,str_voyage,7,0,3,0,reply
887767815066988544,7 Ways to Provide Stellar Customer Service on Social Media (via @Vistaprintweb) http://ow.ly/38dp30dJRiA  #digitalmarketingpic.twitter.com/zm7YN1WQHj,1500495315,socialmedia2day,8,0,10,0,reply
887767203751145472,The $1 Comedy Show is TONIGHT @TheComedyStore w/headliner @deandelray & more stellar comics! Get yr ass to the Belly Room for tons o' jokes! pic.twitter.com/XMGP11vaLv,1500495169,DietJay,25,2,9,0,reply
887762418436329472,"This is my most exhilarating startup. The vision, mission and need for open source in science is attracting stellar leadership. More soon. https://twitter.com/ychernova/status/887711243682840581 … <quoted_status> Scientist Timothy Springer has backed biotech’s highest-profile companies. Now he's forming a nonprofit https://www.wsj.com/articles/biotech-entrepreneur-timothy-springer-has-another-act-1500463800 … via @WSJVC</quoted_status>",1500494029,timothyspringer,21,0,9,887711243682840581,quoted_retweet
887762052210675717,"Wow! The thoughtful slow chat and resources shared by our 
#InnovatorsMindset readers is stellar! Check it out https://www.facebook.com/SIGPLMACUL/ pic.twitter.com/10u8m6TB0t",1500493941,SIGPL_MACUL,11,0,6,0,reply
887753376515149824,"she isn't. . . gay, y'all can be stellar allies all u want but the prerequisite to be a gay icon is to actually be gay https://twitter.com/PopCrave/status/887702080303091712 … <quoted_status> Billboard named Ariana Grande the gay icon of her generation. pic.twitter.com/sfClzOU6Ar</quoted_status>",1500491873,cherryblushed,33,1,3,887702080303091712,quoted_retweet
887747799655251969,the @washingtonpost picks up the stellar @ap review of BLAME: https://www.washingtonpost.com/entertainment/books/review-jeff-abbott-keeps-readers-on-edge-in-blame/2017/07/18/8cd463f4-6be2-11e7-abbc-a53480672286_story.html?utm_term=.4066980f7bfc …,1500490543,JeffAbbott,11,0,3,0,reply
887744354428887040,The King 2 Hearts. Real-life Lee Seunggi's stellar military service. Anticipating future related role pic/iAm_deyha pic.twitter.com/tS9CqJ64Dk,1500489722,LSGfan,45,1,6,0,reply
887740524144340992,"I recall Mario Gomez, backed by a stellar Bayern midfield, scoring a goal every few mins. None rated him anywhere near £70m Morata",1500488809,Mr_Bundesliga,29,7,28,0,reply
887737446183702528,"Fascinating heart health event this FRIDAY night with some stellar expert speakers. 

If you're in London, go!
http://myticket.seetickets.com/event/mind-body-science-the-rooted-project/the-trampery/1120205/ …",1500488075,Botanygeek,14,2,5,0,reply
887735036178341889,A Stylish click of @iam_str !! pic.twitter.com/kBpW858QWH,1500487500,SSMusicTweet,435,8,63,0,reply
887722182247292928,@iam_str 's latest click.Thalaivan back to form.What a changeover .plzz oru clear pic podunga thalaivaaa.and plz announce the nxt project pic.twitter.com/prsu3yvOVU,1500484435,simbushiva45,30,0,11,0,reply
887717485134434305,"Whether praise for your stellar skills or your new hairdo, you get compliments. Accept them. Say ""Thank you!"" & move on w/your awesome self!",1500483316,NicoleLapin,25,1,59,0,reply
887708416084332544,"Nothing about Colin Kaepernick's image needs to be ""rehabilitated"". Nothing. In fact, I think he's a STELLAR role model as it stands.",1500481153,rustymk2,28,3,12,0,reply
887698606307889152,"Stellar outsold https://twitter.com/kpopalbumsales/status/887647829392465920 … <quoted_status> 170719 (1st Day) [Hanteo] KARD #Hola_Hola 21:00 KST: 191 copies.
Total accumulated: 191 copies.</quoted_status>",1500478815,yvestellar,13,1,6,887647829392465920,quoted_retweet
887695534600839169,@iam_str latest !!  #STR #Simbupic.twitter.com/5geK5g6dpU,1500478082,STR_360,214,4,64,0,reply
887694855710887936,Big thank you to all those involved at @avonrfc7s !! Once again a stellar tournament on the weekend!! See you again in 2018  pic.twitter.com/p0iOgsbty9,1500477920,Toucans7s,10,0,5,0,reply
887694833178914816,LATEST PHOTO - #STR #SIMBU @iam_str @STRFanspic.twitter.com/UptQliuCmH,1500477915,YTpraveenkanna,194,9,80,0,reply
887692599104081921,The water.,1500477382,str_voyage,15,0,9,0,reply
887690088515334144,#NUEM interns looking stellar while learning about disaster preparedness at #EMConf @NorthwesternEMpic.twitter.com/B03tk9Sroi,1500476784,nahzinine,11,0,4,0,reply
