ID,Tweet,Time,User,Likes,Replies,Retweets,in_response_to,response_type
813849260290691073, P'tit Art  My Doge >///<  T I M E : 1 h pic.twitter.com/U3Wgp1dwKY,1482871758,SandraQuera,75,5,19,0,tweet
813877770459709445,"""in Renaissance Italy... doge must kill Doge""",1482878556,kenlowery,4,0,1,813877658555715585,reply
813833493914460162,This is fish the doge when he was 6 months old. It's what I see when I look at him today. @ https://www.instagram.com/p/BOiGfRgDaLX/ ,1482867999,hasanthehun,12,2,1,0,tweet
813832594206916609,"#Dogecoin #Giveaway! 10K Dogecoin Giveaway, no signups, twitter, facebook nonsense: https://bitcoingarden.tk/forum/index.php?topic=11826.0  tnx @Alt_Cash",1482867785,BitcoinGarden,4,0,10,0,tweet
813795290666962948,"Aerolab in 2016 

- New Logo 
- New Office 
- New Website: https://aerolab.co/  
Doge approves  pic.twitter.com/JUK8fUzlcT",1482858891,aerolab,48,3,10,0,tweet
813789954404978689,Look at dis doge pic.twitter.com/QnfQK8PfhH,1482857619,megsk_,18,0,0,0,tweet
813787677283721216,finally got my doge to sit still  pic.twitter.com/OTJksGOWBD,1482857076,JkidCurly,10,0,0,0,tweet
813781950792077313,Very #33c3. Many Congress. Such Talk. Amaze.,1482855711,Street_Doge,7,0,2,0,tweet
813781874250235906,My moms got my doge on hella dirt on instragram:/ pic.twitter.com/WuiAmQjGcA,1482855692,smooveFM,24,0,0,0,tweet
813770166907584512,"me, a professional 28 y/o woman: 
laughs at jojo/doge memes
cries for sousuke everyday
loses sleep to play idol games

I love my life (:",1482852901,koinokotae,4,0,1,0,tweet
813711246671446018,Some of the cryptocurrencies we accept include #Litecoin #Doge #DASH #HYPER #Primecoin #Worldcoin #OK #OPAL #Mint #Metal #Start #Bitcoin,1482838853,CryptoCloudHost,9,0,2,0,tweet
813670616163291136,"Unpacked and put everything away.

All i gotta do when i wake up is get the doge and start the stream",1482829166,ActaBunniFooFoo,21,0,0,0,tweet
813646153526939648,Doge Kong Country  vc: @nocablecade (Vine by @Fabian13san) https://vine.co/v/5hK1AdLqZDr ,1482823334,KicksAddiction,1,0,2,0,tweet
813576723950346240,*looks out into the distance* ahhhh 'doge'.......haven't heard that name in years.....,1482806781,rosieposiepose,8,0,0,813576200698425344,reply
813565255523696640,Max the doge pic.twitter.com/tPpbbXi9kc,1482804046,anthonyparisis2,5,0,1,0,tweet
813561353663221760,Wee smol doge is tireds pic.twitter.com/BfLPBPO00c,1482803116,winnersusedrugs,10,0,1,0,tweet
813558226641776640,if anthony sends me one more doge meme im gonna break my wrists,1482802371,alliepellerito,6,1,1,0,tweet
813543149100560384,"Its official im calling it a hot doge now and if you hate me for it, well id hate me for it too",1482798776,alex_haley2,9,1,0,0,tweet
813536769182285824,doge pic.twitter.com/5Xp8LZWPrf,1482797255,Stelly_21,9,0,0,0,tweet
813536652303822848,875.00_bce___897.65_bts___901.50_krk___4.11__฿0.0047_bce_lc___4.19__฿0.0000_krk_lc____$0.00024_doge,1482797227,btcprice,0,0,0,0,tweet
813536532082655232,Doge pic.twitter.com/U5c9ejr0Uv,1482797198,manrantheman,2,0,0,0,tweet
813536529570263040,"if you really want something, its gonna happen somehow. It's gonna be a priority. 

Just saying.",1482797198,Pekolachi,0,2,0,813512591574237184,reply
813535899904516096,SCREAMS,1482797047,doge_king,0,0,0,813527284778942465,reply
813535417542656000,My top 3 cryptocurrency picks going into 2017 are #1 Monero #2 Ethereum #3 Bitcoin. Runner up is Dogecoin. Video coming on this soon!,1482796932,TommyWorldPower,10,2,0,0,tweet
813535119981957120,Current approx. value of 1M DOGE in USD: $181.308 values from vircurex + coinbase at 12/26/16 18:55 #dogecoin,1482796862,dogecointicker,0,0,0,0,tweet
813534929971716096,that's cos doge is so 2015. Sorry doge  pic.twitter.com/p8KdXdgfXN,1482796816,drphiliplee1,1,1,0,813528691288506373,reply
813534866650251264,Current value of DOGE in BTC: Vircurex: 0.0000002 -- Volume: 24773.20443422 Today's trend: down at 12/26/16 18:55,1482796801,dogecointicker,0,0,0,0,tweet
805912673036554240,How am I supposed to get anything done when there is a smol doge snoring in my lap?,1480979529,misspenart,7,1,1,0,tweet
805910551041806336,if you say dog instead of doge ur a hoe,1480979023,Cam_England97,6,0,3,0,tweet
805910277975900161,This doge is keeping my butt warm pic.twitter.com/haPJMdktAZ,1480978958,dellcam,9,2,0,0,tweet
805902276946694144,"Cute Doge Hoodie With Ears
 http://www.inuinu.com 
#inuinu #shopinuinupic.twitter.com/hYYDYWAmkC",1480977050,shop_inuinu,8,1,5,0,tweet
805857536674906112,Can we all just take a moment to appreciate my doge #shibepic.twitter.com/72LdM5XCmx,1480966383,spoopykiersty,20,0,1,0,tweet
805836546880446469,"floatings on air!!
    shibe coworker very reminds
  doge abt rogue one
NEXT WEEKNESS!!1!

EXCITE pic.twitter.com/SdUGzo6nzr",1480961379,Dogebrarian,11,1,2,0,tweet
805825878819278848,Samia could post a picture of her doge everyday and I'd still react like its a new experience pic.twitter.com/cwUlLwlCkt,1480958835,luna_cha0tic,11,0,3,0,tweet
805818530218332165,"❝ Born to disappoint my father. ❞ 

》Mainly crack / Can do serious RP.
》Probably bi
》Still growing up yo
》#OpenRP
》#MMRP
》⋆ Doge lover ⋆ pic.twitter.com/ytIeReJXtB",1480957083,Taemin_Han,43,2,34,0,tweet
805782380988551168,"LIVE
Watch Doge 2 @watchdogsgame
 https://www.twitch.tv/ltvictor 
@Twitch @OnslaughtClan @TwitchKittenspic.twitter.com/B5V6CEbICN",1480948464,LtVic,9,1,7,0,tweet
805767980332236800,It's nearly 2pm and I haven't seen a doge today. pic.twitter.com/BLbcWNBPkG,1480945031,LeanneWoodfull,25,3,3,0,tweet
