ID,Tweet,Time,User,Likes,Replies,Retweets,in_response_to,response_type
696429813091999744,Raspberry ripple dessert yum!! @spottedzebra22 #dontcrampmyblog #AquaDesignGroup #BBCSouthTodaypic.twitter.com/XP8BZSnkSo,1454876781,Fruitysoap_co,6,1,5,0,tweet
696434815105630208,Your eating habits are having a ripple effect.,1454877973,GibJimson,40,0,26,0,tweet
696466276428947456,"Ripple has come into wiew, thanks Otto! @KilcherCamFanspic.twitter.com/viYivHblLi",1454885474,Kaa75,15,1,2,0,tweet
696469808683094016,Otto with more hay for Ripple :) @KilcherCamFanspic.twitter.com/Zt9PgOhRk0,1454886316,Kaa75,12,3,3,0,tweet
696166011230224384,happy birthday to my man @joshua_ripple,1454813885,BlaineCavazos,3,1,1,0,tweet
696474962853498881,We have sold 564 growlers @thr3ewisemen in Broad Ripple  so far.... #CheersIndy,1454887545,brewhouse,24,2,6,0,tweet
696471745205813249,Otto gave Ripple hay and moved the water bowl so we now can see it Feb 7th @KilcherCamFanspic.twitter.com/NioCCTzv6w,1454886778,rosiylyn5,16,1,2,0,tweet
696466500106985472,Otto and Hired hand was out moving Ripple a little so he will be more visible now..Feb 7th @KilcherCamFanspic.twitter.com/1x0Trp94uP,1454885528,rosiylyn5,13,1,2,0,tweet
696433751971143680,"#haiku

a lake
brimming with mountains—
trout ripple the sky",1454877720,sagestone_,30,0,24,0,tweet
696426090500378624,"If I have to believe that 1w chart on #Ethereum.. it has unprecedented room for growth

#ETH #Poloniex #MACD #Trading #Bitcoin #Ripple #XRP",1454875893,CryptoGabba,1,0,3,0,tweet
696404476169711616,Why @BillGates Believes 2016 Will Be the Year of Financial Inclusion https://ripple.com/insights/why-bill-gates-believes-2016-will-be-the-year-of-financial-inclusion/ pic.twitter.com/2isLjOsZiN,1454870740,Ripple,5,1,7,0,tweet
696401345662705664,"#WaterIn5Words
Small disturbance creates ripple effect.",1454869993,L8chronotype,10,0,1,0,tweet
696390532004708352,"""@PunxHarmonic's lineup: meet our bass player, Steven Lee Adams (Ripple Street). #rock #punk""pic.twitter.com/JF8eQzLMqB",1454867415,WeAreIndieRock,6,0,4,0,tweet
696388994381307904,@AverageJoesIndy in @Broad_Ripple is the unofficial @ArieLuyendyk Hall of Fame and Museum.pic.twitter.com/JRTWFLT53B,1454867049,Indys18Wheels,3,0,3,0,tweet
696378430183620608,Have you read about MISSION: Aphrodite ROCKS! on Raspberry Ripple? find out more - http://goo.gl/FChp5O ,1454864530,Guiding_LaSER,3,0,3,0,tweet
